,field,foul,fop,home_plate,left_field_down_line,left_field,left_field_power_alley,center_field,right_field_power_alley,right_field,right_field_down_line
0,Adrian College,"-84.0697145,41.901861,0 -84.0703958,41.9026485,0 -84.07040120000001,41.9026405,0 -84.0701651,41.902367,0 -84.07000549999999,41.9020037,0 -84.0698017,41.9017731,0 -84.069677,41.9017472,0 -84.06939,41.9018859,0 -84.0690172,41.9021944,0 -84.0687221,41.9023371,0 -84.0687248,41.9023461,0 -84.0697145,41.901861,0 ","POLYGON Z ((-84.0697145 41.901861 0, -84.0687248 41.9023461 0, -84.0688009 41.9025374 0, -84.0688384 41.9025973 0, -84.0688706 41.9026322 0, -84.0689175 41.9026841 0, -84.0689766 41.902728 0, -84.0690208 41.902759 0, -84.069061 41.9027889 0, -84.0691093 41.9028169 0, -84.0691683 41.9028448 0, -84.069234 41.9028718 0, -84.0692984 41.9028907 0, -84.0693708 41.9029067 0, -84.0694607 41.9029217 0, -84.0695492 41.9029277 0, -84.0696283 41.9029247 0, -84.0697222 41.9029237 0, -84.0698 41.9029097 0, -84.0699234 41.9028837 0, -84.0700012 41.9028588 0, -84.0700924 41.9028189 0, -84.07015 41.9027829 0, -84.0702117 41.902743 0, -84.0702479 41.902712 0, -84.070319 41.9026472 0, -84.0703566 41.9026023 0, -84.0697145 41.901861 0))","(-84.0697145, 41.901861, 0.0)","POLYGON ((-84.0697145 41.901861, -83.0697145 41.901861, -83.06971608588786 41.903641947274856, -83.06972084354639 41.90542288890095, -83.06972877296052 41.90720381922953, -83.0697398741051 41.90898473261189, -83.06975414694489 41.910765623399364, -83.06977159143464 41.912546485943366, -83.06979220751903 41.91432731459541, -83.06981599513266 41.9161081037071, -83.06984295420007 41.917888847630174, -83.06987308463577 41.919669540716505, -83.06990638634419 41.92145017731814, -83.0699428592197 41.9232307517873, -83.0699825031466 41.925011258476395, -83.07002531799918 41.92679169173807, -83.07007130364163 41.92857204592518, -83.07012045992809 41.93035231539084, -83.07017278670264 41.93213249448844, -83.07022828379931 41.933912577571654, -83.07028695104209 41.93569255899445, -83.0703487882449 41.937472433111125, -83.0704137952116 41.93925219427632, -83.070481971736 41.94103183684504, -83.07055331760188 41.942811355172644, -83.0706278325829 41.94459074361492, -83.07070551644276 41.94636999652802, -83.07078636893505 41.94814910826857, -83.07087038980332 41.94992807319362, -83.07095757878108 41.95170688566069, -83.07104793559178 41.9534855400278, -83.07114145994883 41.955264030653446, -83.0712381515556 41.95704235189665, -83.0713380101054 41.95882049811699, -83.07144103528151 41.96059846367458, -83.07154722675713 41.962376242930105, -83.07165658419547 41.96415383024485, -83.07176910724966 41.96593121998071, -83.07188479556282 41.9677084065002, -83.07200364876799 41.96948538416649, -83.0721256664882 41.9712621473434, -83.07225084833647 41.973038690395434, -83.0723791939157 41.9748150076878, -83.07251070281882 41.97659109358642, -83.07264537462873 41.978366942457946, -83.07278320891828 41.980142548669775, -83.07292420525029 41.98191790659009, -83.07306836317754 41.98369301058786, -83.07321568224279 41.98546785503284, -83.0733661619788 41.987242434295624, -83.07351980190826 41.98901674274766, -84.0697145 41.901861))","POLYGON ((-84.0697145 41.901861, -83.07351980190826 41.98901674274766, -83.07383656038829 41.99256452470948, -83.07416595366414 41.99611115590727, -83.07450797755676 41.99965659134459, -83.07486262772689 42.00320078604016, -83.07522989967501 42.00674369502847, -83.07560978874153 42.010285273360296, -83.07600229010676 42.01382547610331, -83.07640739879099 42.01736425834262, -83.07682510965459 42.02090157518138, -83.077255417398 42.02443738174131, -83.07769831656188 42.02797163316331, -83.07815380152711 42.03150428460802, -83.07862186651494 42.035035291256335, -83.07910250558695 42.03856460831007, -83.07959571264526 42.04209219099244, -83.08010148143248 42.04561799454868, -83.08061980553188 42.04914197424659, -83.08115067836746 42.05266408537712, -83.08169409320395 42.0561842832549, -83.08225004314703 42.05970252321888, -83.08281852114328 42.0632187606328, -83.08339951998039 42.06673295088585, -83.08399303228715 42.07024504939316, -83.08459905053365 42.073755011596404, -83.08521756703125 42.077262792964376, -83.08584857393278 42.08076834899353, -83.08649206323261 42.084271635208545, -83.08714802676671 42.08777260716291, -83.08781645621283 42.09127122043947, -83.08849734309054 42.094767430650975, -83.08919067876136 42.098261193440706, -83.08989645442885 42.101752464482956, -83.09061466113883 42.10524119948365, -83.09134528977928 42.108727354180886, -83.0920883310807 42.112210884345494, -83.09284377561602 42.1156917457816, -83.09361161380086 42.11916989432719, -83.09439183589359 42.12264528585468, -83.09518443199545 42.12611787627145, -83.0959893920507 42.12958762152042, -83.09680670584673 42.133054477580615, -83.09763636301423 42.136518400467715, -83.09847835302725 42.1399793462346, -83.09933266520336 42.14343727097192, -83.10019928870386 42.146892130808695, -83.10107821253379 42.15034388191277, -83.10196942554218 42.15379248049147, -83.10287291642211 42.157237882792096, -83.10378867371094 42.16068004510252, -84.0697145 41.901861))","POLYGON ((-84.0697145 41.901861, -83.10378867371094 42.16068004510252, -83.10425114863403 42.16239989761258, -83.10471668579034 42.1641189237517, -83.10518528370326 42.16583711806751, -83.10565694088653 42.16755447511027, -83.10613165584415 42.16927098943293, -83.10660942707044 42.17098665559107, -83.10709025304999 42.172701468143, -83.10757413225775 42.17441542164971, -83.10806106315897 42.17612851067493, -83.1085510442092 42.17784072978511, -83.10904407385432 42.179552073549495, -83.10954015053058 42.181262536540075, -83.11003927266451 42.18297211333165, -83.11054143867301 42.18468079850182, -83.11104664696335 42.186388586631026, -83.11155489593308 42.18809547230254, -83.11206618397019 42.189801450102514, -83.11258050945294 42.19150651461996, -83.11309787075005 42.193210660446795, -83.11361826622056 42.19491388217786, -83.11414169421386 42.1966161744109, -83.11466815306979 42.198317531746646, -83.11519764111851 42.20001794878876, -83.11573015668064 42.20171742014391, -83.11626569806712 42.20341594042175, -83.11680426357937 42.20511350423495, -83.11734585150916 42.20681010619922, -83.11789046013868 42.20850574093333, -83.11843808774059 42.2102004030591, -83.1189887325779 42.211894087201436, -83.11954239290412 42.213586787988355, -83.12009906696315 42.21527850005099, -83.12065875298933 42.216969218023614, -83.1212214492075 42.21865893654365, -83.12178715383287 42.22034765025168, -83.12235586507119 42.22203535379149, -83.1229275811186 42.22372204181006, -83.12350230016177 42.2254077089576, -83.12408002037782 42.22709234988754, -83.12466073993434 42.228775959256595, -83.12524445698942 42.230458531724715, -83.12583116969164 42.232140061955164, -83.12642087618008 42.23382054461451, -83.12701357458432 42.23549997437263, -83.12760926302447 42.23717834590276, -83.12820793961112 42.23885565388148, -83.12880960244541 42.240531892988734, -83.129414249619 42.242207057907876, -83.1300218792141 42.243881143325666, -84.0697145 41.901861))","POLYGON ((-84.0697145 41.901861, -83.1300218792141 42.243881143325666, -83.13626177967438 42.26056145848408, -83.14279774265398 42.27712800487937, -83.1496276951463 42.29357552811209, -83.15674947090025 42.30989881153329, -83.16416081110742 42.326092677899034, -83.17185936511844 42.342151991012535, -83.17984269118854 42.35807165735316, -83.188108257252 42.37384662769192, -83.19665344172525 42.38947189869297, -83.20547553433836 42.40494251450048, -83.21457173699466 42.42025356831052, -83.22393916465815 42.435400203927294, -83.23357484626864 42.450377617303424, -83.24347572568401 42.46518105806362, -83.25363866264954 42.479805831011355, -83.26406043379393 42.494247297618045, -83.2747377336516 42.50850087749425, -83.28566717571115 42.52256204984243, -83.2968452934894 42.536426354890786, -83.30826854163087 42.550089395307786, -83.31993329703226 42.56354683759685, -83.33183585999163 42.57679441347083, -83.34397245538172 42.58982792120572, -83.35633923384744 42.60264322697336, -83.36893227302664 42.61523626615257, -83.38174757879429 42.627603044618276, -83.39478108652916 42.63973964000837, -83.40802866240314 42.65164220296773, -83.42148610469222 42.663306958369134, -83.43514914510922 42.6747302065106, -83.44901345015757 42.685908324288846, -83.46307462250574 42.696837766348395, -83.47732820238195 42.70751506620607, -83.49176966898865 42.71793683735046, -83.50639444193638 42.72809977431599, -83.52119788269657 42.73800065373136, -83.5361752960727 42.74763633534185, -83.55132193168947 42.75700376300534, -83.56663298549951 42.76609996566163, -83.58210360130703 42.77492205827475, -83.59772887230808 42.783467242748, -83.61350384264684 42.79173280881147, -83.62942350898746 42.799716134881564, -83.64548282210096 42.80741468889258, -83.66167668846671 42.814826029099756, -83.6779999718879 42.821947804853714, -83.69444749512063 42.82877775734602, -83.71101404151592 42.83531372032562, -83.72769435667433 42.8415536207859, -84.0697145 41.901861))","POLYGON ((-84.0697145 41.901861, -83.72769435667433 42.8415536207859, -83.72936844209212 42.84216125038099, -83.73104360701126 42.842765897554585, -83.73271984611853 42.84336756038888, -83.73439715409724 42.84396623697553, -83.73607552562737 42.844561925415675, -83.7377549553855 42.84515462381992, -83.73943543804484 42.845744330308364, -83.74111696827529 42.846331043010586, -83.7427995407434 42.846914760065665, -83.74448315011246 42.84749547962218, -83.7461677910424 42.848073199838225, -83.74785345818994 42.8486479188814, -83.7495401462085 42.849219634928815, -83.75122784974832 42.84978834616713, -83.75291656345635 42.850354050792504, -83.75460628197638 42.850916747010665, -83.756296999949 42.85147643303686, -83.75798871201165 42.852033107095885, -83.75968141279857 42.852586767422096, -83.76137509694091 42.85313741225942, -83.76306975906667 42.85368503986132, -83.76476539380077 42.85422964849085, -83.76646199576506 42.85477123642063, -83.76815955957825 42.85530980193287, -83.76985807985609 42.85584534331936, -83.77155755121125 42.85637785888148, -83.77325796825336 42.856907346930214, -83.7749593255891 42.85743380578614, -83.77666161782214 42.857957233779445, -83.7783648395532 42.85847762924995, -83.78006898538004 42.85899499054705, -83.78177404989748 42.85950931602982, -83.78348002769745 42.86002060406692, -83.78518691336897 42.860528853036655, -83.78689470149817 42.86103406132698, -83.78860338666834 42.86153622733549, -83.79031296345993 42.86203534946942, -83.7920234264505 42.86253142614568, -83.79373477021488 42.86302445579081, -83.79544698932507 42.86351443684103, -83.79716007835029 42.86400136774225, -83.798874031857 42.86448524695001, -83.80058884440892 42.86496607292957, -83.80230451056707 42.86544384415585, -83.80402102488972 42.86591855911347, -83.8057383819325 42.866390216296736, -83.8074565762483 42.86685881420967, -83.80917560238741 42.86732435136597, -83.81089545489748 42.86778682628906, -84.0697145 41.901861))","POLYGON ((-84.0697145 41.901861, -83.81089545489748 42.86778682628906, -83.81433761720791 42.86870258357788, -83.81778301950854 42.86960607445782, -83.82123161808724 42.87049728746621, -83.8246833691913 42.871376211296145, -83.82813822902807 42.87224283479664, -83.8315961537654 42.87309714697276, -83.83505709953229 42.87393913698577, -83.83852102241939 42.87476879415327, -83.84198787847959 42.8755861079493, -83.84545762372855 42.87639106800456, -83.84893021414533 42.87718366410641, -83.85240560567281 42.87796388619914, -83.8558837542184 42.878731724383975, -83.85936461565451 42.879487168919304, -83.86284814581911 42.88023021022071, -83.86633430051634 42.88096083886118, -83.86982303551704 42.88167904557114, -83.8733143065593 42.88238482123865, -83.87680806934902 42.88307815690946, -83.88030427956053 42.883759043787165, -83.8838028928371 42.88442747323329, -83.88730386479145 42.88508343676739, -83.89080715100647 42.885726926067214, -83.89431270703562 42.88635793296875, -83.8978204884036 42.88697644946635, -83.90133045060685 42.88758246771284, -83.90484254911415 42.88817598001961, -83.90835673936719 42.88875697885672, -83.91187297678113 42.88932545685297, -83.91539121674509 42.88988140679604, -83.91891141462288 42.89042482163254, -83.9224335257534 42.89095569446811, -83.92595750545132 42.89147401856752, -83.92948330900757 42.89197978735475, -83.93301089168993 42.89247299441305, -83.93654020874366 42.892953633485064, -83.94007121539198 42.893421698472885, -83.94360386683668 42.89387718343812, -83.94713811825869 42.894320082602, -83.95067392481863 42.89475039034541, -83.95421124165739 42.895168101209, -83.9577500238967 42.895573209893236, -83.9612902266397 42.89596571125847, -83.96483180497152 42.89634560032499, -83.96837471395983 42.89671287227312, -83.97191890865541 42.89706752244324, -83.97546434409273 42.897409546335865, -83.97901097529052 42.89773893961171, -83.98255875725235 42.898055698091746, -84.0697145 41.901861))","POLYGON ((-84.0697145 41.901861, -83.98255875725235 42.898055698091746, -83.98433306570438 42.8982093380212, -83.98610764496716 42.89835981775721, -83.98788248941214 42.89850713682247, -83.98965759340992 42.89865129474971, -83.99143295133022 42.89879229108171, -83.99320855754206 42.898930125371265, -83.99498440641358 42.899064797181175, -83.99676049231219 42.899196306084306, -83.99853680960456 42.89932465166354, -84.0003133526566 42.89944983351179, -84.00209011583351 42.899571851232004, -84.00386709349979 42.89969070443718, -84.0056442800193 42.899806392750335, -84.00742166975515 42.89991891580453, -84.0091992570699 42.90002827324287, -84.01097703632543 42.9001344647185, -84.01275500188301 42.90023748989459, -84.01453314810334 42.900337348444396, -84.01631146934656 42.90043404005116, -84.0180899599722 42.900527564408215, -84.0198686143393 42.90061792121892, -84.02164742680638 42.900705110196675, -84.02342639173143 42.90078913106495, -84.02520550347198 42.900869983557236, -84.02698475638509 42.90094766741709, -84.02876414482735 42.90102218239813, -84.03054366315496 42.90109352826399, -84.03232330572368 42.90116170478839, -84.03410306688887 42.90122671175509, -84.03588294100555 42.9012885489579, -84.03766292242835 42.90134721620068, -84.03944300551156 42.901402713297365, -84.04122318460915 42.901455040071916, -84.04300345407482 42.90150419635837, -84.04478380826193 42.90155018200081, -84.0465642415236 42.90159299685339, -84.0483447482127 42.901632640780306, -84.05012532268186 42.901669113655814, -84.0519059592835 42.90170241536423, -84.05368665236983 42.90173254579993, -84.0554673962929 42.90175950486734, -84.05724818540459 42.90178329248097, -84.05902901405663 42.901803908565356, -84.06080987660064 42.90182135305511, -84.06259076738812 42.90183562589491, -84.06437168077046 42.90184672703948, -84.06615261109906 42.90185465645361, -84.06793355272515 42.90185941411214, -84.0697145 42.901861, -84.0697145 41.901861))"
2,Alabama - Sewell–Thomas Stadium,"-87.5387466,33.2052609,0 -87.53780449999999,33.2048766,0 -87.5377878,33.2049327,0 -87.5381143,33.2051032,0 -87.53842950000001,33.2052676,0 -87.5386622,33.2053911,0 -87.5386843,33.2054012,0 -87.53870310000001,33.2054084,0 -87.5387212,33.2054146,0 -87.538746,33.2054174,0 -87.5387668,33.2054202,0 -87.53879019999999,33.2054185,0 -87.538811,33.2054124,0 -87.53884789999999,33.2053955,0 -87.538866,33.2053793,0 -87.5388821,33.2053602,0 -87.5390129,33.2051851,0 -87.5390082,33.2051296,0 -87.5391698,33.2046241,0 -87.5391932,33.2045826,0 -87.5392442,33.2044956,0 -87.5392033,33.2044709,0 -87.5387466,33.2052609,0 ","POLYGON Z ((-87.5387466 33.2052609 0, -87.5392033 33.2044709 0, -87.5390933 33.2044041 0, -87.539041 33.2043738 0, -87.5390102 33.2043598 0, -87.5389445 33.2043301 0, -87.538811 33.2042841 0, -87.5387507 33.2042684 0, -87.5384912 33.2042123 0, -87.5381713 33.2042959 0, -87.5380124 33.2044939 0, -87.5379058 33.2046594 0, -87.5378488 33.2047806 0, -87.5378045 33.2048766 0, -87.5387466 33.2052609 0))","(-87.5387466, 33.2052609, 0.0)","POLYGON ((-87.5387466 33.2052609, -86.5387466 33.2052609, -86.53874818588785 33.20704184727486, -86.53875294354638 33.20882278890095, -86.53876087296051 33.21060371922953, -86.53877197410509 33.212384632611894, -86.53878624694488 33.214165523399366, -86.53880369143464 33.21594638594337, -86.53882430751902 33.21772721459541, -86.53884809513265 33.219508003707105, -86.53887505420006 33.221288747630176, -86.53890518463577 33.22306944071651, -86.53893848634418 33.224850077318145, -86.53897495921969 33.2266306517873, -86.5390146031466 33.2284111584764, -86.53905741799917 33.23019159173807, -86.53910340364162 33.23197194592518, -86.53915255992808 33.233752215390844, -86.53920488670263 33.235532394488445, -86.5392603837993 33.237312477571656, -86.53931905104209 33.23909245899445, -86.53938088824489 33.24087233311113, -86.5394458952116 33.24265209427632, -86.539514071736 33.244431736845044, -86.53958541760187 33.246211255172646, -86.5396599325829 33.24799064361492, -86.53973761644275 33.24976989652802, -86.53981846893504 33.25154900826857, -86.53990248980331 33.25332797319362, -86.53998967878107 33.25510678566069, -86.54008003559177 33.2568854400278, -86.54017355994883 33.25866393065345, -86.5402702515556 33.260442251896656, -86.5403701101054 33.262220398116995, -86.5404731352815 33.26399836367458, -86.54057932675713 33.26577614293011, -86.54068868419546 33.26755373024485, -86.54080120724966 33.26933111998071, -86.54091689556282 33.2711083065002, -86.54103574876798 33.27288528416649, -86.5411577664882 33.274662047343405, -86.54128294833646 33.276438590395436, -86.54141129391569 33.278214907687804, -86.54154280281881 33.27999099358642, -86.54167747462873 33.28176684245795, -86.54181530891827 33.28354244866978, -86.54195630525028 33.28531780659009, -86.54210046317753 33.28709291058786, -86.54224778224278 33.28886775503284, -86.54239826197879 33.290642334295626, -86.54255190190825 33.29241664274766, -87.5387466 33.2052609))","POLYGON ((-87.5387466 33.2052609, -86.54255190190825 33.29241664274766, -86.54286866038828 33.29596442470948, -86.54319805366413 33.299511055907274, -86.54354007755676 33.30305649134459, -86.54389472772688 33.30660068604016, -86.544261999675 33.31014359502847, -86.54464188874152 33.3136851733603, -86.54503439010675 33.31722537610331, -86.54543949879098 33.32076415834262, -86.54585720965459 33.32430147518138, -86.546287517398 33.32783728174131, -86.54673041656187 33.33137153316331, -86.5471859015271 33.33490418460802, -86.54765396651493 33.33843519125634, -86.54813460558694 33.34196450831007, -86.54862781264525 33.345492090992444, -86.54913358143247 33.34901789454868, -86.54965190553187 33.35254187424659, -86.55018277836746 33.35606398537712, -86.55072619320394 33.3595841832549, -86.55128214314702 33.36310242321888, -86.55185062114327 33.3666186606328, -86.55243161998038 33.37013285088585, -86.55302513228715 33.37364494939316, -86.55363115053365 33.377154911596406, -86.55424966703124 33.38066269296438, -86.55488067393277 33.38416824899353, -86.5555241632326 33.38767153520855, -86.5561801267667 33.39117250716291, -86.55684855621283 33.39467112043947, -86.55752944309053 33.39816733065098, -86.55822277876135 33.40166109344071, -86.55892855442885 33.40515236448296, -86.55964676113882 33.40864109948365, -86.56037738977928 33.41212725418089, -86.5611204310807 33.415610784345496, -86.56187587561601 33.4190916457816, -86.56264371380085 33.422569794327195, -86.56342393589358 33.42604518585468, -86.56421653199544 33.42951777627145, -86.56502149205069 33.432987521520424, -86.56583880584672 33.43645437758062, -86.56666846301422 33.43991830046772, -86.56751045302724 33.4433792462346, -86.56836476520336 33.446837170971925, -86.56923138870386 33.4502920308087, -86.57011031253379 33.45374378191277, -86.57100152554217 33.45719238049147, -86.57190501642211 33.4606377827921, -86.57282077371093 33.46407994510252, -87.5387466 33.2052609))","POLYGON ((-87.5387466 33.2052609, -86.57282077371093 33.46407994510252, -86.57328324863403 33.46579979761258, -86.57374878579033 33.4675188237517, -86.57421738370326 33.46923701806751, -86.57468904088653 33.470954375110274, -86.57516375584414 33.47267088943293, -86.57564152707043 33.474386555591074, -86.57612235304998 33.476101368143006, -86.57660623225775 33.477815321649715, -86.57709316315896 33.47952841067493, -86.57758314420919 33.48124062978511, -86.57807617385431 33.4829519735495, -86.57857225053057 33.48466243654008, -86.5790713726645 33.48637201333165, -86.579573538673 33.488080698501825, -86.58007874696334 33.48978848663103, -86.58058699593307 33.491495372302545, -86.58109828397018 33.49320135010252, -86.58161260945293 33.49490641461996, -86.58212997075005 33.4966105604468, -86.58265036622055 33.49831378217786, -86.58317379421385 33.5000160744109, -86.58370025306978 33.50171743174665, -86.5842297411185 33.503417848788764, -86.58476225668063 33.50511732014391, -86.58529779806712 33.50681584042175, -86.58583636357936 33.508513404234954, -86.58637795150915 33.51021000619922, -86.58692256013867 33.511905640933335, -86.58747018774058 33.5136003030591, -86.5880208325779 33.51529398720144, -86.58857449290412 33.51698668798836, -86.58913116696314 33.518678400050995, -86.58969085298932 33.520369118023616, -86.59025354920749 33.52205883654365, -86.59081925383286 33.523747550251684, -86.59138796507118 33.52543525379149, -86.5919596811186 33.527121941810066, -86.59253440016177 33.5288076089576, -86.59311212037781 33.530492249887544, -86.59369283993433 33.5321758592566, -86.59427655698941 33.53385843172472, -86.59486326969163 33.535539961955166, -86.59545297618007 33.53722044461451, -86.59604567458432 33.53889987437263, -86.59664136302446 33.540578245902765, -86.59724003961111 33.54225555388148, -86.59784170244541 33.54393179298874, -86.598446349619 33.54560695790788, -86.59905397921409 33.54728104332567, -87.5387466 33.2052609))","POLYGON ((-87.5387466 33.2052609, -86.59905397921409 33.54728104332567, -86.60529387967438 33.56396135848408, -86.61182984265398 33.580527904879375, -86.61865979514629 33.596975428112096, -86.62578157090024 33.61329871153329, -86.63319291110741 33.629492577899036, -86.64089146511843 33.64555189101254, -86.64887479118853 33.66147155735316, -86.65714035725199 33.67724652769192, -86.66568554172524 33.69287179869297, -86.67450763433835 33.708342414500486, -86.68360383699465 33.72365346831052, -86.69297126465814 33.7388001039273, -86.70260694626863 33.753777517303426, -86.712507825684 33.76858095806362, -86.72267076264953 33.78320573101136, -86.73309253379392 33.79764719761805, -86.7437698336516 33.81190077749425, -86.75469927571115 33.82596194984243, -86.76587739348939 33.83982625489079, -86.77730064163086 33.85348929530779, -86.78896539703226 33.866946737596855, -86.80086795999162 33.88019431347083, -86.81300455538171 33.89322782120572, -86.82537133384743 33.906043126973366, -86.83796437302664 33.918636166152574, -86.85077967879428 33.93100294461828, -86.86381318652916 33.943139540008374, -86.87706076240313 33.95504210296773, -86.89051820469221 33.966706858369136, -86.90418124510921 33.978130106510605, -86.91804555015756 33.98930822428885, -86.93210672250574 34.0002376663484, -86.94636030238195 34.01091496620607, -86.96080176898865 34.02133673735046, -86.97542654193637 34.031499674315995, -86.99022998269656 34.041400553731364, -87.00520739607269 34.051036235341854, -87.02035403168946 34.060403663005346, -87.0356650854995 34.06949986566163, -87.05113570130702 34.07832195827475, -87.06676097230807 34.086867142748005, -87.08253594264683 34.09513270881147, -87.09845560898745 34.103116034881566, -87.11451492210095 34.11081458889258, -87.1307087884667 34.11822592909976, -87.14703207188789 34.125347704853716, -87.16347959512062 34.13217765734602, -87.18004614151592 34.138713620325625, -87.19672645667433 34.144953520785904, -87.5387466 33.2052609))","POLYGON ((-87.5387466 33.2052609, -87.19672645667433 34.144953520785904, -87.19840054209212 34.14556115038099, -87.20007570701125 34.14616579755459, -87.20175194611852 34.14676746038888, -87.20342925409723 34.147366136975535, -87.20510762562736 34.14796182541568, -87.20678705538549 34.148554523819925, -87.20846753804483 34.149144230308366, -87.21014906827529 34.14973094301059, -87.2118316407434 34.15031466006567, -87.21351525011245 34.150895379622185, -87.21519989104239 34.15147309983823, -87.21688555818993 34.1520478188814, -87.2185722462085 34.15261953492882, -87.22025994974831 34.15318824616713, -87.22194866345635 34.153753950792506, -87.22363838197637 34.15431664701067, -87.225329099949 34.15487633303686, -87.22702081201165 34.15543300709589, -87.22871351279856 34.1559866674221, -87.2304071969409 34.156537312259424, -87.23210185906666 34.15708493986132, -87.23379749380076 34.15762954849085, -87.23549409576505 34.158171136420634, -87.23719165957824 34.15870970193287, -87.23889017985609 34.15924524331936, -87.24058965121124 34.15977775888148, -87.24229006825335 34.160307246930216, -87.24399142558909 34.16083370578614, -87.24569371782214 34.16135713377945, -87.2473969395532 34.16187752924995, -87.24910108538003 34.162394890547056, -87.25080614989747 34.162909216029824, -87.25251212769744 34.16342050406692, -87.25421901336897 34.16392875303666, -87.25592680149816 34.164433961326985, -87.25763548666833 34.164936127335494, -87.25934506345992 34.165435249469425, -87.26105552645049 34.16593132614568, -87.26276687021488 34.16642435579081, -87.26447908932506 34.16691433684103, -87.26619217835028 34.16740126774225, -87.26790613185699 34.16788514695001, -87.26962094440891 34.16836597292957, -87.27133661056706 34.16884374415585, -87.27305312488971 34.16931845911347, -87.27477048193249 34.16979011629674, -87.27648867624829 34.17025871420967, -87.2782077023874 34.170724251365975, -87.27992755489747 34.171186726289065, -87.5387466 33.2052609))","POLYGON ((-87.5387466 33.2052609, -87.27992755489747 34.171186726289065, -87.2833697172079 34.17210248357788, -87.28681511950853 34.17300597445782, -87.29026371808723 34.17389718746621, -87.2937154691913 34.17477611129615, -87.29717032902806 34.17564273479664, -87.3006282537654 34.17649704697276, -87.30408919953229 34.17733903698577, -87.30755312241938 34.17816869415327, -87.31101997847958 34.178986007949305, -87.31448972372854 34.17979096800456, -87.31796231414532 34.18058356410641, -87.3214377056728 34.18136378619914, -87.32491585421839 34.18213162438398, -87.3283967156545 34.18288706891931, -87.33188024581911 34.18363011022071, -87.33536640051634 34.18436073886118, -87.33885513551704 34.18507894557114, -87.34234640655929 34.185784721238655, -87.34584016934902 34.186478056909465, -87.34933637956053 34.18715894378717, -87.35283499283709 34.18782737323329, -87.35633596479144 34.18848333676739, -87.35983925100646 34.189126826067216, -87.36334480703562 34.18975783296875, -87.36685258840359 34.190376349466355, -87.37036255060684 34.19098236771284, -87.37387464911414 34.19157588001961, -87.37738883936719 34.19215687885672, -87.38090507678112 34.192725356852975, -87.38442331674509 34.193281306796045, -87.38794351462288 34.193824721632545, -87.3914656257534 34.194355594468114, -87.39498960545131 34.194873918567524, -87.39851540900756 34.19537968735475, -87.40204299168992 34.19587289441305, -87.40557230874366 34.196353533485066, -87.40910331539197 34.19682159847289, -87.41263596683667 34.197277083438124, -87.41617021825869 34.197719982602, -87.41970602481862 34.19815029034541, -87.42324334165738 34.198568001209004, -87.42678212389669 34.19897310989324, -87.4303223266397 34.19936561125847, -87.43386390497152 34.199745500324994, -87.43740681395983 34.20011277227312, -87.4409510086554 34.20046742244324, -87.44449644409272 34.20080944633587, -87.44804307529051 34.201138839611716, -87.45159085725234 34.20145559809175, -87.5387466 33.2052609))","POLYGON ((-87.5387466 33.2052609, -87.45159085725234 34.20145559809175, -87.45336516570437 34.201609238021206, -87.45513974496716 34.20175971775721, -87.45691458941214 34.20190703682247, -87.45868969340991 34.202051194749714, -87.46046505133022 34.202192191081714, -87.46224065754205 34.20233002537127, -87.46401650641357 34.20246469718118, -87.46579259231218 34.20259620608431, -87.46756890960455 34.20272455166354, -87.4693454526566 34.20284973351179, -87.4711222158335 34.202971751232006, -87.47289919349979 34.20309060443718, -87.47467638001929 34.20320629275034, -87.47645376975514 34.20331881580453, -87.47823135706989 34.20342817324287, -87.48000913632542 34.2035343647185, -87.481787101883 34.203637389894595, -87.48356524810333 34.2037372484444, -87.48534356934655 34.20383394005116, -87.4871220599722 34.20392746440822, -87.4889007143393 34.20401782121892, -87.49067952680637 34.20410501019668, -87.49245849173143 34.20418903106495, -87.49423760347197 34.20426988355724, -87.49601685638508 34.204347567417095, -87.49779624482734 34.20442208239813, -87.49957576315495 34.204493428263994, -87.50135540572367 34.204561604788395, -87.50313516688887 34.204626611755096, -87.50491504100555 34.2046884489579, -87.50669502242835 34.204747116200686, -87.50847510551155 34.20480261329737, -87.51025528460914 34.20485494007192, -87.51203555407481 34.20490409635837, -87.51381590826192 34.20495008200081, -87.51559634152359 34.20499289685339, -87.51737684821269 34.20503254078031, -87.51915742268186 34.205069013655816, -87.5209380592835 34.20510231536423, -87.52271875236983 34.20513244579993, -87.52449949629289 34.205159404867345, -87.52628028540458 34.20518319248097, -87.52806111405663 34.20520380856536, -87.52984197660064 34.205221253055115, -87.53162286738811 34.20523552589491, -87.53340378077046 34.20524662703948, -87.53518471109905 34.20525455645361, -87.53696565272514 34.20525931411214, -87.5387466 34.2052609, -87.5387466 33.2052609))"
