date,away_team,home_team,game_info,away_team_runs,away_team_hits,away_team_errors,home_team_runs,home_team_hits,home_team_errors,campus_site,year,team,latitude,longitude,elevation,place,n_venue
2016-02-19,Rutgers,University of Miami,,1.0,5.0,2.0,4.0,9.0,1.0,University of Miami,2016,University of Miami,25.7120599,-80.2822951,3.196041346,,
2016-02-19,Arizona,Rice,,8.0,6.0,0.0,1.0,4.0,3.0,Rice,2016,Rice,29.7132708,-95.404089,14.29854393,,
2016-02-19,Hofstra,Texas A&M,,2.0,10.0,2.0,5.0,7.0,1.0,Texas A&M,2016,Texas A&M,30.6060601,-96.3413557,103.0995331,,
2016-02-19,Villanova,Houston,,1.0,3.0,2.0,13.0,12.0,1.0,Houston,2016,Houston,29.7267987,-95.3453574,11.6844511,,
2016-02-19,North Dakota,USC,,1.0,5.0,1.0,0.0,3.0,1.0,USC,2016,USC,34.0238376,-118.2898635,53.52592468,,
2016-02-19,Oregon,San Diego State,,8.0,7.0,2.0,2.0,7.0,2.0,San Diego State,2016,San Diego State,32.774026,-117.0788554,133.036911,,
2016-02-19,Old Dominion,North Carolina State University,Caravelle Resort Tournament ,5.0,7.0,2.0,0.0,3.0,4.0,unknown,2016,North Carolina State University,,,,,Springs Brooks Stadium Vrooman Field
2016-02-19,Ball State,Oregon State,Surprise College Baseball Classic AT SURPRISE AZ,6.0,7.0,1.0,7.0,13.0,0.0,unknown,2016,Oregon State,33.6288191,-112.3770585,,Surprise Stadium,Surprise Stadium
2016-02-19,Albany,South Carolina,,1.0,4.0,0.0,10.0,10.0,0.0,South Carolina,2016,South Carolina,33.9865404,-81.042621,52.44177628,,
2016-02-19,Sacramento State,Auburn,,5.0,7.0,1.0,10.0,14.0,7.0,Auburn,2016,Auburn,32.5996377,-85.4895649,193.3800049,,
2016-02-19,Kent State,Virginia,Caravelle Resort Tournament ,6.0,9.0,2.0,8.0,11.0,0.0,unknown,2016,Virginia,,,,,Springs Brooks Stadium Vrooman Field
2016-02-19,Rhode Island,Florida State,,1.0,5.0,6.0,19.0,17.0,0.0,Florida State,2016,Florida State,30.4405434,-84.3040448,21.59014511,,
2016-02-19,Florida International University,University of Mississippi,,2.0,3.0,2.0,9.0,10.0,0.0,University of Mississippi,2016,University of Mississippi,34.362399,-89.5288256,141.0812531,,
2016-02-19,Kentucky,Wofford,,4.0,8.0,1.0,5.0,12.0,1.0,Wofford,2016,Wofford,34.9588822,-81.9307341,234.9904327,,
2016-02-19,Florida Atlantic,Mississippi State,,10.0,12.0,0.0,6.0,17.0,2.0,Mississippi State,2016,Mississippi State,33.4630609,-88.7940698,110.2767029,,
2016-02-19,Florida Gulf Coast,Florida,,2.0,7.0,1.0,4.0,6.0,0.0,Florida,2016,Florida,29.6364107,-82.3637638,29.34748268,,
2016-02-19,Sam Houston,Louisiana,,1.0,4.0,1.0,2.0,4.0,1.0,Louisiana,2016,Louisiana,30.213099,-92.041655,10.53493118,,
2016-02-19,Maryland,Alabama,,1.0,5.0,0.0,3.0,5.0,2.0,Alabama,2016,Alabama,33.2048713,-87.538621,65.01921082,,
2016-02-19,Loyola Marymount,TCU,,5.0,7.0,1.0,3.0,12.0,2.0,TCU,2016,TCU,32.7027992,-97.3721802,203.692215,,
2016-02-19,Cincinnati,LSU,,5.0,6.0,4.0,6.0,8.0,1.0,LSU,2016,LSU,30.4056564,-91.1879038,6.844009876,,
2016-02-19,North Carolina,UCLA,,4.0,9.0,0.0,0.0,5.0,0.0,UCLA,2016,UCLA,34.0592278,-118.4592393,110.9767609,,
2016-02-20,Kentucky,George Mason, AT SPARTANBURG SC,8.0,13.0,2.0,6.0,6.0,1.0,unknown,2016,George Mason,34.9363967,-81.9127536,,Duncan Park Stadium,Duncan Park Stadium
2016-02-20,Kentucky,George Mason, AT SPARTANBURG SC,8.0,13.0,2.0,6.0,6.0,1.0,unknown,2016,George Mason,35.0023536,-81.9653883,,Cleveland S. Harley Baseball Park,Cleveland S. Harley Baseball Park
2016-02-20,South Dakota State,Mississippi State,,4.0,13.0,1.0,17.0,17.0,1.0,Mississippi State,2016,Mississippi State,33.4630609,-88.7940698,110.2767029,,
2016-02-20,Memphis,Tennessee,,13.0,15.0,0.0,8.0,13.0,3.0,Tennessee,2016,Tennessee,35.949736,-83.92927,275.5996094,,
2016-02-20,Georgia Southern,Georgia,,5.0,8.0,0.0,3.0,4.0,0.0,Georgia,2016,Georgia,33.9408739,-83.3797097,209.9534607,,
2016-02-20,Sacramento State,Auburn,,6.0,9.0,2.0,5.0,8.0,0.0,Auburn,2016,Auburn,32.5996377,-85.4895649,193.3800049,,
2016-02-20,North Carolina State University,Coastal Carolina,Caravelle Resort Tournament ,13.0,14.0,1.0,10.0,14.0,1.0,unknown,2016,Coastal Carolina,,,,,Springs Brooks Stadium Vrooman Field
2016-02-20,Rhode Island,Florida State,,1.0,6.0,0.0,8.0,9.0,2.0,Florida State,2016,Florida State,30.4405434,-84.3040448,21.59014511,,
2016-02-20,UNLV,Texas,,2.0,8.0,5.0,11.0,13.0,1.0,Texas,2016,Texas,30.2799584,-97.7261606,176.8224335,,
2016-02-20,Cincinnati,LSU,,0.0,4.0,0.0,4.0,6.0,1.0,LSU,2016,LSU,30.4056564,-91.1879038,6.844009876,,
2016-02-20,Sam Houston,Louisiana,,2.0,6.0,2.0,6.0,12.0,0.0,Louisiana,2016,Louisiana,30.213099,-92.041655,10.53493118,,
2016-02-20,Central Michigan,Arkansas,,3.0,7.0,1.0,4.0,9.0,0.0,Arkansas,2016,Arkansas,36.0498883,-94.1822406,374.505188,,
2016-02-20,Florida Gulf Coast,Florida,,4.0,4.0,0.0,8.0,15.0,2.0,Florida,2016,Florida,29.6364107,-82.3637638,29.34748268,,
2016-02-20,Cal State Fullerton,Stanford,,0.0,4.0,0.0,2.0,5.0,0.0,Stanford,2016,Stanford,37.43173,-122.1587444,18.79486275,,
2016-02-20,Utah Valley,Oregon State,Surprise College Baseball Classic AT SURPRISE AZ,12.0,13.0,1.0,9.0,15.0,2.0,unknown,2016,Oregon State,33.6288191,-112.3770585,,Surprise Stadium,Surprise Stadium
2016-02-20,Florida Atlantic,Mississippi State,,4.0,13.0,0.0,0.0,4.0,1.0,Mississippi State,2016,Mississippi State,33.4630609,-88.7940698,110.2767029,,
2016-02-20,Arizona,Rice,,6.0,11.0,0.0,2.0,7.0,3.0,Rice,2016,Rice,29.7132708,-95.404089,14.29854393,,
2016-02-20,North Carolina,UCLA,,5.0,12.0,1.0,6.0,4.0,3.0,UCLA,2016,UCLA,34.0592278,-118.4592393,110.9767609,,
2016-02-20,Cal State Fullerton,Stanford,,1.0,5.0,1.0,2.0,7.0,0.0,Stanford,2016,Stanford,37.43173,-122.1587444,18.79486275,,
2016-02-20,Villanova,Houston,,0.0,1.0,2.0,4.0,8.0,0.0,Houston,2016,Houston,29.7267987,-95.3453574,11.6844511,,
2016-02-20,Stephen F. Austin,Oklahoma State,Texas Arlington Tournament ,2.0,5.0,2.0,8.0,12.0,0.0,unknown,2016,Oklahoma State,,,,,
2016-02-20,Seton Hall,Missouri, AT FORT MYERS FL,8.0,13.0,2.0,4.0,3.0,1.0,unknown,2016,Missouri,26.6342544,-81.8678588,,City of Palms Park,City of Palms Park
2016-02-20,Seton Hall,Missouri, AT FORT MYERS FL,8.0,13.0,2.0,4.0,3.0,1.0,unknown,2016,Missouri,26.5512581,-81.7618295,,JetBlue Park,JetBlue Park
2016-02-20,Seton Hall,Missouri, AT FORT MYERS FL,8.0,13.0,2.0,4.0,3.0,1.0,unknown,2016,Missouri,26.5376684,-81.8422472,,Hammond Stadium,Hammond Stadium
2016-02-20,California,Duke,,5.0,9.0,1.0,6.0,13.0,1.0,Duke,2016,Duke,35.9980856,-78.9442361,125.2663422,,
2016-02-20,Albany,South Carolina,,2.0,2.0,1.0,6.0,9.0,0.0,South Carolina,2016,South Carolina,33.9865404,-81.042621,52.44177628,,
2016-02-20,Missouri State,Central Arkansas,,6.0,11.0,0.0,5.0,7.0,1.0,Central Arkansas,2016,Central Arkansas,35.0832533,-92.459899,96.2361145,,
2016-02-20,SIU Edwardsville,Louisville,,0.0,4.0,0.0,12.0,12.0,0.0,Louisville,2016,Louisville,38.2055156,-85.7628651,140.2866211,,
2016-02-20,Florida International University,University of Mississippi,,4.0,8.0,0.0,7.0,6.0,0.0,University of Mississippi,2016,University of Mississippi,34.362399,-89.5288256,141.0812531,,
2016-02-20,Hofstra,Texas A&M,,4.0,7.0,0.0,15.0,16.0,0.0,Texas A&M,2016,Texas A&M,30.6060601,-96.3413557,103.0995331,,
2016-02-20,Loyola Marymount,TCU,,0.0,3.0,0.0,1.0,8.0,1.0,TCU,2016,TCU,32.7027992,-97.3721802,203.692215,,
2016-02-20,San Diego,Vanderbilt,,6.0,9.0,2.0,13.0,11.0,0.0,Vanderbilt,2016,Vanderbilt,36.1433984,-86.8073934,161.9081268,,
